year,Price,kms_driven,fuel_type,Brand,Model
2014,490000.0,30201.0,Diesel,Chevrolet,Enjoy
2017,280000.0,6200.0,Petrol,Maruti,Suzuki Alto 800 Lxi
2009,650000.0,37518.0,Petrol,BMW,5 Series 530i
2014,160000.0,24652.0,Petrol,Toyota,Etios Liva G
2004,424000.0,383.0,Diesel,Mahindra,Jeep MM 550 XDB
2016,225000.0,95000.0,Diesel,Chevrolet,Beat LS Diesel
2011,350000.0,35000.0,Diesel,Chevrolet,Cruze LTZ
2015,950000.0,3528.0,Diesel,Jeep,Wrangler Unlimited 4x4 Diesel
2013,485000.0,52500.0,Diesel,Maruti,Suzuki Ertiga VDi
2010,205000.0,47900.0,Diesel,Hyundai,Verna VGT CRDi SX ABS
2012,160000.0,14000.0,Petrol,Maruti,Suzuki Omni
2018,310000.0,37000.0,Petrol,Maruti,Suzuki Celerio VDi
2017,180000.0,90000.0,Diesel,Tata,Zest Quadrajet 1.3
2013,549900.0,52800.0,Diesel,Mahindra,XUV500 W6
2016,150000.0,104000.0,Diesel,Tata,Indigo CS eLX BS IV
2011,175000.0,30000.0,Petrol,Hyundai,i10 Era
2014,95000.0,195000.0,Diesel,Tata,Indigo eCS LX TDI BS III
2016,230000.0,104000.0,Diesel,Tata,Indigo LX TDI BS III
2016,230000.0,104000.0,Diesel,Tata,Indigo eCS LX CR4 BS IV
2004,180000.0,70000.0,Diesel,Tata,Indigo Marina LS
2015,400000.0,43000.0,Diesel,Hyundai,Xcent SX 1.2
2013,185000.0,23000.0,Petrol,Hyundai,Eon Magna Plus
2015,385000.0,51000.0,Diesel,Renault,Duster 85 PS RxL Diesel
2009,90000.0,62000.0,Petrol,Maruti,Suzuki Alto K10 LXi CNG
2010,32000.0,48008.0,Petrol,Tata,Nano LX Special Edition
2013,435000.0,39000.0,Diesel,Renault,Duster 110 PS RxZ Diesel
2010,225000.0,40000.0,Petrol,Maruti,Suzuki Wagon R AX BSIV
2006,189700.0,48247.0,Petrol,Maruti,Suzuki Swift
2012,389700.0,39000.0,Diesel,Maruti,Suzuki Ertiga
2014,365000.0,23000.0,Petrol,Maruti,Suzuki Swift VXi 1.2 ABS BS IV
2017,360000.0,9400.0,Petrol,Maruti,Suzuki Alto K10 New
2010,210000.0,50000.0,Petrol,Hyundai,i20 Magna
2009,170000.0,75000.0,Petrol,Hyundai,i10 Magna 1.2
2017,380000.0,70000.0,Diesel,Tata,Zest XE 75 PS Diesel
2009,295000.0,64000.0,Diesel,Mahindra,Xylo E8
2010,185000.0,55000.0,Petrol,Toyota,Corolla Altis GL Petrol
2014,160000.0,200000.0,Diesel,Tata,Manza Aqua Quadrajet
2018,290000.0,2137.0,Petrol,Renault,Kwid 1.0
2013,100000.0,30000.0,Diesel,Tata,Venture EX 8 STR
2014,315000.0,44000.0,Petrol,Maruti,Suzuki Swift Dzire Tour LXi
2006,114990.0,65000.0,Diesel,Skoda,Octavia Classic 1.9 TDI MT
2012,120000.0,160000.0,LPG,Maruti,Suzuki Omni LPG BS IV
2011,125000.0,56000.0,Diesel,Chevrolet,Beat Diesel
2012,210000.0,75000.0,Diesel,Tata,Sumo Gold EX BS IV
2018,855000.0,42000.0,Diesel,Hyundai,Verna 1.6 CRDI SX
2012,210000.0,75000.0,Diesel,Tata,Sumo Gold EX BS IV
2007,260000.0,56000.0,Diesel,Mahindra,Scorpio 2.6 CRDe
2002,95000.0,10544.0,Petrol,Maruti,Suzuki Zen LXi BS III
2011,255000.0,64000.0,Petrol,Maruti,Suzuki Swift Dzire VXi 1.2 BS IV
2008,300000.0,70000.0,Diesel,Mahindra,Scorpio SLX 2.6 Turbo 8 Str
2014,340000.0,25000.0,Petrol,Hyundai,Grand i10 Sportz 1.2 Kappa VTVT
2017,550000.0,15000.0,Petrol,Hyundai,Elite i20 Sportz 1.2
2003,60000.0,50000.0,Petrol,Ford,Ikon 1.6 Nxt
2011,750000.0,147000.0,Diesel,Toyota,Innova 2.5 V 7 STR
2011,230000.0,52000.0,Petrol,Nissan,Sunny XL
2012,130000.0,90001.0,Diesel,Chevrolet,Beat LT Diesel
2017,270000.0,21000.0,Petrol,Maruti,Suzuki Alto 800 Lxi
2012,280000.0,48006.0,Diesel,Maruti,Suzuki Swift VDi BS IV
2012,280000.0,48006.0,Diesel,Maruti,Suzuki Swift VDi BS IV
2012,280000.0,48006.0,Diesel,Maruti,Suzuki Swift
2012,600000.0,80000.0,Diesel,Toyota,Innova 2.0 G4
2010,190000.0,74000.0,Diesel,Maruti,Suzuki Swift VDi ABS
2015,500000.0,22000.0,Petrol,Hyundai,Elite i20 Asta 1.2
2016,1065000.0,41000.0,Diesel,Mahindra,XUV500 W10
2015,350000.0,25000.0,Diesel,Volkswagen,Polo Trendline 1.5L D
2012,350000.0,85000.0,Diesel,Toyota,Etios Liva Diesel
2016,540000.0,29500.0,Diesel,Mahindra,TUV300 T4 Plus
2015,470000.0,30000.0,Petrol,Hyundai,Elite i20 Asta 1.2
2014,179000.0,57000.0,Petrol,Hyundai,Santro Xing GLS
2003,48000.0,60000.0,Petrol,Maruti,Suzuki Zen LXi BS III
2016,650000.0,50000.0,Petrol,Maruti,Suzuki Ciaz ZXi Plus RS
2013,190000.0,39700.0,Petrol,Hyundai,Eon Era Plus
2012,500000.0,65000.0,Petrol,Hyundai,Elantra 1.8 S
2010,270000.0,67000.0,Diesel,Maruti,Suzuki Swift VDi
2008,125000.0,46000.0,Petrol,Maruti,Suzuki Zen Estilo LXI Green CNG
2012,188000.0,38000.0,Petrol,Hyundai,Eon Era Plus
2016,380000.0,27000.0,Petrol,Hyundai,Grand i10 Magna 1.2 Kappa VTVT
2011,365000.0,43000.0,Diesel,Hyundai,Verna Fluidic New
2014,465000.0,47000.0,Petrol,Ford,EcoSport Trend 1.5L Ti VCT
2011,240000.0,42000.0,Petrol,Hyundai,i20 Magna
2016,179999.0,19336.0,Diesel,Chevrolet,Beat Diesel
2015,140000.0,60105.0,Diesel,Tata,Indica eV2 LS
2013,2190000.0,29000.0,Diesel,Jaguar,XF 2.2 Diesel Luxury
2014,2390000.0,34000.0,Diesel,Audi,Q5 2.0 TDI quattro Premium Plus
2011,1075000.0,35000.0,Diesel,BMW,3 Series 320d Sedan
2015,475000.0,22000.0,Petrol,Maruti,Suzuki Swift ZXi 1.2 BS IV
2012,1025000.0,41000.0,Diesel,BMW,X1 sDrive20d
2016,615000.0,21000.0,Diesel,Maruti,Suzuki S Cross Sigma 1.3
2013,475000.0,48000.0,Diesel,Maruti,Suzuki Ertiga LDi
2016,270000.0,38000.0,Petrol,Maruti,Suzuki Alto K10 VXi AMT
2014,475000.0,34000.0,Diesel,Honda,City SV
2011,240000.0,45933.0,Petrol,Volkswagen,Vento Comfortline Petrol
2005,120000.0,68000.0,Petrol,Honda,City 1.5 EXi New
2016,1900000.0,44000.0,Diesel,Audi,A4 2.0 TDI 177bhp Premium
2017,360000.0,35000.0,Diesel,Mahindra,KUV100
2018,450000.0,102563.0,Diesel,Tata,Zest XE 75 PS Diesel
2015,900000.0,28600.0,Diesel,Mahindra,XUV500 W8
2017,650000.0,41800.0,Diesel,Maruti,Suzuki Swift Dzire Tour VDi
2014,275000.0,116000.0,Diesel,Tata,Sumo Gold LX BS IV
2009,210000.0,59000.0,Petrol,Maruti,Suzuki Swift Dzire VXi 1.2 BS IV
2004,175000.0,58000.0,Diesel,Mahindra,Scorpio 2.6 SLX
2009,85000.0,45000.0,Petrol,Maruti,Suzuki Omni 8 STR BS III
2015,1490000.0,42590.0,Diesel,Mitsubishi,Pajero Sport Limited Edition
2014,800000.0,7400.0,Diesel,Renault,Duster
2009,450000.0,54500.0,Diesel,Volkswagen,Jetta Comfortline 1.9 TDI AT
2012,1000000.0,200000.0,Diesel,Maruti,Suzuki Ertiga Vxi
2013,1510000.0,27000.0,Diesel,Audi,A4 2.0 TDI 177bhp Premium
2015,1850000.0,42000.0,Diesel,Volvo,S80 Summum D4
2014,790000.0,29000.0,Petrol,Toyota,Corolla Altis VL AT Petrol
2015,1725000.0,37000.0,Diesel,Mitsubishi,Pajero Sport 2.5 AT
2012,135000.0,36000.0,Petrol,Chevrolet,Beat LT Petrol
2011,1000000.0,34000.0,Diesel,BMW,X1
2018,299999.0,7000.0,Petrol,Datsun,Redi GO S
2009,1225000.0,76000.0,Diesel,Mercedes,Benz C Class C 220 CDI Avantgarde
2004,175000.0,60000.0,Diesel,Mahindra,Scorpio SLX
2011,200000.0,95000.0,Diesel,Volkswagen,Vento Comfortline Diesel
2017,270000.0,50000.0,Diesel,Tata,Indigo CS GLS
2019,525000.0,0.0,Petrol,Ford,Figo Petrol Titanium
2006,180000.0,50000.0,Petrol,Honda,City ZX GXi
2008,140000.0,68000.0,Petrol,Maruti,Suzuki Wagon R Duo Lxi
2014,400000.0,16000.0,Petrol,Ford,EcoSport Trend 1.5L TDCi
2016,499000.0,51000.0,Diesel,Maruti,Suzuki Swift Dzire VDi
2009,85000.0,56000.0,Petrol,Maruti,Suzuki Omni 8 STR BS III
2004,70000.0,100000.0,Petrol,Maruti,Suzuki Zen LX BSII
2015,550000.0,36000.0,Petrol,Renault,Duster RxL Petrol
2014,370000.0,11523.0,Petrol,Maruti,Suzuki Swift VXi 1.2 BS IV
2018,690000.0,1000.0,Petrol,Maruti,Suzuki Baleno Zeta 1.2
2009,250000.0,60000.0,Petrol,Honda,WR V S MT Petrol
2016,110000.0,85000.0,Diesel,Tata,Indigo CS eLX BS IV
2013,490000.0,38600.0,Diesel,Renault,Duster 110 PS RxL Diesel
2009,320000.0,95500.0,Diesel,Mahindra,Scorpio LX BS III
2004,68000.0,56000.0,Petrol,Maruti,Suzuki Zen LXi BS III
2014,130000.0,37458.0,Petrol,Maruti,Suzuki Wagon R LXi BS III
2016,970000.0,85960.0,Diesel,Maruti,Suzuki SX4 Celebration Diesel
2015,3100000.0,12516.0,Petrol,Audi,A3 Cabriolet 40 TFSI
2018,280000.0,35000.0,Petrol,Hyundai,Eon D Lite Plus
2009,125000.0,0.0,Petrol,Maruti,Suzuki Zen Estilo LXI Green CNG
2008,285000.0,80000.0,Diesel,Mahindra,Scorpio SLX
2011,165000.0,45000.0,Petrol,Hyundai,Santro AE GLS Audio
2009,250000.0,51000.0,Diesel,Maruti,Suzuki Swift Dzire Tour VDi
2015,865000.0,30000.0,Diesel,Mahindra,Scorpio S4
2011,390000.0,48000.0,Diesel,Mahindra,Xylo D2 BS IV
2003,60000.0,51000.0,Petrol,Hyundai,Santro
2015,215000.0,90000.0,Diesel,Chevrolet,Beat LT Diesel
2015,475000.0,43000.0,Diesel,Maruti,Suzuki Swift Dzire VDi
2015,899000.0,53000.0,Diesel,Mahindra,XUV500 W8
2013,1499000.0,97000.0,Diesel,Toyota,Fortuner 3.0 4x4 MT
2013,240000.0,20000.0,Petrol,Maruti,Suzuki Alto K10 VXi
2007,99000.0,55000.0,Petrol,Hyundai,Getz GLE
2014,260000.0,120000.0,Diesel,Maruti,Suzuki Swift Dzire Tour LDi
2019,1200000.0,0.0,Petrol,Hyundai,Creta 1.6 SX
2007,115000.0,46000.0,Petrol,Hyundai,Santro Xing XL AT eRLX Euro III
2009,88000.0,43200.0,Petrol,Hyundai,Santro Xing XL eRLX Euro III
2011,390000.0,56000.0,Diesel,Mahindra,Xylo D2 BS IV
2007,135000.0,42000.0,Petrol,Hyundai,Santro Xing XL eRLX Euro III
2009,90000.0,30600.0,Diesel,Tata,Indica V2 DLS BS III
2011,220000.0,38000.0,Petrol,Hyundai,i10 Sportz 1.2
2017,424999.0,2550.0,Petrol,Hyundai,Grand i10 Magna 1.2 Kappa VTVT
2007,135000.0,47000.0,Petrol,Hyundai,Santro Xing XL AT eRLX Euro III
2005,95000.0,41000.0,Petrol,Honda,City 1.5 E MT
2017,430000.0,62500.0,Diesel,Nissan,Micra XL
2005,115000.0,68000.0,Petrol,Honda,City 1.5 S Inspire
2015,215000.0,50000.0,Petrol,Maruti,Suzuki Alto 800 Lxi
2004,53000.0,69000.0,Petrol,Maruti,Suzuki Wagon R LX BS III
2012,500000.0,48000.0,Diesel,Maruti,Suzuki Ertiga VDi
2012,85000.0,55000.0,Diesel,Tata,Indica eV2 eXeta eGLX
2013,165000.0,25000.0,Petrol,Maruti,Suzuki Omni E 8 STR BS IV
2014,200000.0,28400.0,Petrol,Hyundai,Eon Era Plus
2014,200000.0,28000.0,Petrol,Hyundai,Eon
2015,425000.0,42000.0,Diesel,Maruti,Suzuki Swift LDi
2012,600000.0,29000.0,Diesel,Hyundai,Verna 1.6 CRDI SX Plus AT
2005,130000.0,68485.0,Diesel,Chevrolet,Tavera LS B3 10 Seats BSII
2018,430000.0,3500.0,Petrol,Tata,Tiago Revotron XM
2019,568500.0,0.0,Petrol,Tata,Tiago Revotorq XZ
2006,71000.0,32000.0,Petrol,Maruti,Suzuki Zen LXi BS III
2018,560000.0,8000.0,Diesel,Mahindra,KUV100 K8 D 6 STR
2014,590000.0,34000.0,Diesel,Ford,EcoSport Titanium 1.5 TDCi
1995,750000.0,37000.0,Petrol,Hindustan,Motors Ambassador Classic Mark 4 – Befo
2007,125000.0,85455.0,Diesel,Ford,Fusion 1.4 TDCi Diesel
2007,135000.0,46000.0,Petrol,Hyundai,Santro Xing XL AT eRLX Euro III
2002,60000.0,47000.0,Petrol,Hyundai,Santro
2009,120000.0,64000.0,Petrol,Fiat,Linea Emotion 1.4 L T Jet Petrol
2008,95000.0,46000.0,Petrol,Ford,Ikon 1.3 Flair Josh 100
2017,240000.0,8000.0,Petrol,Maruti,Suzuki Omni E 8 STR BS IV
2012,115000.0,64000.0,Diesel,Tata,Indica V2 LS
2015,795000.0,63000.0,Diesel,Mahindra,Scorpio S4
2007,55000.0,65000.0,Petrol,Hyundai,Santro Xing XL eRLX Euro III
2009,300000.0,62000.0,Diesel,Mahindra,Xylo D2
2014,320000.0,41000.0,Petrol,Hyundai,Grand i10 Asta 1.2 Kappa VTVT
2015,265000.0,14000.0,Petrol,Maruti,Suzuki Alto 800 Lxi
2006,160000.0,40000.0,Petrol,Toyota,Corolla
2017,300000.0,1600.0,Petrol,Hyundai,Eon Magna
2010,130000.0,90000.0,Diesel,Tata,Sumo Grande MKII GX
2011,250000.0,58000.0,Diesel,Maruti,Suzuki Swift VDi
2013,380000.0,27000.0,Petrol,Volkswagen,Polo Highline1.2L P
2003,42000.0,60000.0,Petrol,Maruti,Suzuki Alto 800 Lx
2017,400000.0,31000.0,Petrol,Tata,Tiago Revotron XZ
2009,120000.0,90000.0,Diesel,Maruti,Suzuki Swift LDi
2009,120000.0,90000.0,Diesel,Maruti,Suzuki Swift VDi
2016,130000.0,150000.0,Diesel,Tata,Indigo eCS
2014,189000.0,31000.0,Diesel,Chevrolet,Beat LS Diesel
2011,365000.0,43000.0,Diesel,Mahindra,Xylo E8 BS IV
2013,170000.0,20000.0,Petrol,Hyundai,Eon D Lite Plus
2013,215000.0,100000.0,Petrol,Tata,Sumo Gold FX BSIII
2013,60000.0,7000.0,Petrol,Tata,Nano
2017,599999.0,31000.0,Petrol,Hyundai,Elite i20
2009,400000.0,33000.0,Petrol,Hyundai,i10 Magna 1.2 Kappa2
2016,900000.0,60000.0,Diesel,Hyundai,Creta
2013,299999.0,48000.0,Diesel,Volkswagen,Polo
2014,374999.0,33000.0,Petrol,Maruti,Suzuki Dzire
2015,600000.0,15000.0,Petrol,Tata,Bolt XM Petrol
2005,70000.0,47000.0,Petrol,Maruti,Suzuki Alto 800 Lx
2005,100000.0,40000.0,Petrol,Maruti,Suzuki Alto
2010,150000.0,38000.0,Diesel,Maruti,Suzuki Ritz
2017,225000.0,12500.0,Petrol,Maruti,Suzuki Alto 800 Lxi
2009,210000.0,42000.0,Petrol,Maruti,Suzuki Dzire
2014,425000.0,31000.0,Petrol,Hyundai,i20 Asta
2008,162000.0,60000.0,Diesel,Maruti,Suzuki Swift Select Variant
2005,60000.0,80000.0,Diesel,Tata,Indica V2 DLX BS III
2014,650000.0,77000.0,Diesel,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
2012,750000.0,75000.0,Diesel,Toyota,Innova 2.5 E 8 STR
2010,375000.0,40000.0,Diesel,Mahindra,Xylo E8
2011,230000.0,47000.0,Petrol,Hyundai,i20 Magna 1.2
2000,35999.0,60000.0,Petrol,Maruti,Suzuki Omni
2016,380000.0,26500.0,Petrol,Mahindra,KUV100
2019,560000.0,2875.0,Petrol,Mahindra,KUV100 K8 6 STR
2016,285000.0,13900.0,Petrol,Datsun,Go Plus
2019,2900000.0,9000.0,Diesel,Ford,Endeavor 4x4 Thunder Plus
2005,39999.0,80000.0,Diesel,Tata,Indica V2
2006,85000.0,60000.0,Petrol,Hyundai,Santro Xing GL
2016,395000.0,20000.0,Petrol,Maruti,Suzuki Wagon R 1.0 VXi
2008,175000.0,58000.0,Diesel,Maruti,Suzuki Swift Select Variant
2019,400000.0,1500.0,Petrol,Maruti,Suzuki Alto 800 Lx
2011,750000.0,75000.0,Diesel,Toyota,Innova 2.5 Z Diesel 7 Seater
2016,250000.0,2450.0,Petrol,Maruti,Suzuki Alto 800
2019,425000.0,1625.0,Petrol,Maruti,Suzuki Alto AX
2017,525000.0,45000.0,Petrol,Volkswagen,Polo Highline1.2L P
2009,130000.0,65000.0,Diesel,Mahindra,Logan
2000,30000.0,33400.0,Petrol,Maruti,Suzuki 800 Std BS III
2011,475000.0,60123.0,Diesel,Mahindra,Scorpio
2013,300000.0,28000.0,Petrol,Chevrolet,Sail 1.2 LS
2003,60000.0,70000.0,Petrol,Hyundai,Santro AE GLS Audio
2006,100000.0,7000.0,Petrol,Maruti,Suzuki Wagon R VXi Minor
2018,260000.0,25000.0,Petrol,Hyundai,Eon
2015,100000.0,100000.0,Diesel,Tata,Manza
2013,265000.0,42000.0,Petrol,Toyota,Etios G
2009,115000.0,20000.0,Petrol,Hyundai,Getz Prime 1.3 GLX
2003,180000.0,100000.0,Diesel,Toyota,Qualis
2004,45000.0,137495.0,Petrol,Hyundai,Santro Xing
2016,50500.0,91200.0,Diesel,Tata,Indica eV2 LS
2009,270000.0,55000.0,Petrol,Honda,City 1.5 S MT
2017,290000.0,120000.0,Diesel,Tata,Zest XE 75 PS Diesel
2013,325000.0,63000.0,Diesel,Mahindra,Quanto C4
2016,160000.0,104000.0,Diesel,Tata,Indigo eCS LX CR4 BS IV
2016,350000.0,146000.0,Diesel,Maruti,Suzuki Swift Dzire
2011,290000.0,40000.0,Petrol,Hyundai,Elite i20
2011,290000.0,40000.0,Petrol,Hyundai,i20 Select Variant
2007,465000.0,100800.0,Diesel,Chevrolet,Tavera Neo
2016,325000.0,150000.0,Diesel,Maruti,Suzuki Dzire
2018,510000.0,2100.0,Petrol,Hyundai,Elite i20
2016,860000.0,95000.0,Petrol,Honda,City VX Petrol
2016,450000.0,2500.0,Diesel,Maruti,Suzuki Dzire
2006,125000.0,80000.0,Petrol,Hyundai,Getz
2006,500001.0,15000.0,Petrol,Mercedes,Benz C Class 200 K MT
2005,95000.0,65000.0,Petrol,Maruti,Suzuki Alto LXi BS III
2009,250000.0,51000.0,Diesel,Maruti,Suzuki Swift Dzire Tour VDi
2009,110000.0,45000.0,Petrol,Skoda,Fabia
2011,270000.0,50000.0,Petrol,Maruti,Suzuki Ritz VXI ABS
2009,110000.0,30000.0,Diesel,Tata,Indica V2 DLE BS III
2009,300000.0,132000.0,Petrol,Toyota,Corolla Altis
2018,260000.0,27000.0,Diesel,Tata,Zest XM Diesel
2013,390000.0,40000.0,Diesel,Mahindra,Quanto C8
